"Long","Lat","Official","Date_","Species","Status","Comments","GlobalID","CreationDate","Creator","EditDate","Editor"
-84.3713595720788,33.84739482288259,"Incidental","2016-05-30 15:22:24","House Finch","Dead","Steve","{18EF23EA-1FC0-403A-B2E3-830B3AEFF70D}","","","",""
-84.38875165666528,33.758610168589215,"Survey","2017-04-29 13:09:56","Cedar Waxwing","Dead","found in a group of seven birds that likely hit the overhead walkway","{0B964B77-C717-4ADE-A1FD-83393DF20B48}","","","",""
-84.3279851596952,33.92161384012385,"Survey","2016-08-26 12:35:18","Yellow-billed Cuckoo","Alive","collided during survey and fell onto bushes.","{BADBCA09-5E47-407A-A33A-83951A9CC3C6}","","","",""
-84.33622095733914,33.94252897734048,"Survey","2017-05-04 13:28:44","Blackpoll Warbler","Dead","Found in bucket, from maintenance staff","{7EBE82B3-F588-45AD-9972-83A19FE774F3}","","","",""
-84.39069804717116,33.74824373998085,"Survey","2016-10-12 12:53:02","Northern Cardinal","Dead","Female","{565F10A7-A843-4CA2-B122-83B6A7362B55}","","","",""
-84.37178110562756,33.844784554639695,"Survey","2017-10-01 11:02:16","Tennessee Warbler","Dead","","{4965D11A-22EE-401A-B0F2-83D892EF78F9}","","","",""
-84.38751341708101,33.75721389715169,"Survey","2017-04-29 12:26:54","Northern Parula","Dead","dead for some time, filled with ants","{75B69EB9-8ABC-4F78-AA07-83E4263C363E}","","","",""
-84.33623863977719,33.94330216022279,"Survey","2016-05-02 11:37:03","Unknown Bird","Dead","remnants of gray feathers next to building","{FF6F68AB-21E7-44D3-AC20-841E1B7C4508}","","","",""
-84.37080545527894,33.84765641487064,"Survey","2017-09-14 12:06:40","Ruby-throated Hummingbird","Dead","Collected. Some ants. Mary Kimberly ","{704087F8-75F6-4D3D-8B6B-8425A6F74878}","","","",""
-84.37220023528461,33.84613662664273,"Incidental","2016-10-14 00:58:58","Tennessee Warbler","Dead","was not here in the a.m. ","{BF80B389-7EA6-49DB-8225-843FCCB45433}","","","",""
-84.36536928686238,33.96932305760935,"Incidental","2016-10-07 18:12:00","Unknown Bird","Dead","wings and tail only. minimal yellow. Dark feathers","{87226191-1D8C-46D4-8A36-858C924715F1}","","","",""
-84.3708420697116,33.848717522199735,"Survey","2016-04-27 12:00:00","Rose-breasted Grosbeak","Dead","Female. Appears to have collided with window above driveway to parking area and then was run-over by a car.  Fresh.","{6FAD61A1-468B-4185-9A89-85EE3EAF1005}","","","",""
-84.37068535771198,33.84755123831455,"Survey","2017-09-14 12:33:32","Ruby-throated Hummingbird","Dead","On glass awning over BDP Buckhead Document Pros office. Could not access. Mary Kimberly ","{793BF3E8-50AD-481D-BCF1-863D470C3B3A}","","","",""
-84.37076945349729,33.847724177410015,"Survey","2017-09-01 10:47:26","Ruby-throated Hummingbird","Dead","Ant-ridden. Discarded.","{A080B18C-CD4B-4546-B452-86C27E0C754B}","2017-09-01 10:47:34","Mary Kimberly ","",""
-84.37332360639518,33.848046169227615,"Survey","2016-11-09 13:45:29.000001","Chipping Sparrow","Dead","Unknown sparrow. Collected.","{D429A7E2-C5FE-4509-A70D-87057CB6E349}","","","",""
-84.37065356453745,33.84751511503855,"Incidental","2016-09-08 21:32:46","Ruby-throated Hummingbird","Dead","Steve","{51C3B1C5-C254-44C3-ADBE-872DDFABCBAB}","","","",""
-84.39622801677139,33.776269858817756,"Incidental","2016-09-20 11:41:46","Tennessee Warbler","Dead","School of Architecture; N; Bird bagged;","{41BE598D-E9AE-4787-8980-8783712F01A1}","","","",""
-84.32803916012189,33.92163686029428,"Survey","2016-09-21 11:58:54.000001","Unknown Bird","Alive","bounced off building, unknown spp","{22E3C500-9D35-4CE9-9139-87AA389789D2}","","","",""
-84.39665273394951,33.774343095282454,"Survey","2017-09-07 11:07:39","Northern Waterthrush","Dead","GTech; Clough Undergraduate Learning Commons","{1BF58859-CD9F-4940-8DF4-88AD71ECB751}","","","",""
-84.44581719078451,33.8661629103157,"Incidental","2016-08-31 21:31:32","European Starling","Dead","","{F7CB898A-F63D-4827-95B9-894F16DE7384}","","","",""
-84.37290015314666,33.84816727740837,"Survey","2017-09-20 11:13:37","Mourning Dove","Dead","Hit window and fell into parking garage below ground level. Collected. Mary Kimberly.","{247A2563-9917-434B-AD20-897A8D8F5E6A}","","","",""
-84.36129640172096,33.84990567331911,"Survey","2016-10-13 12:05:21","American Redstart","Dead","olf. HY or female","{9DC250C6-48AE-4B0B-9FBB-897EB790F7A6}","","","",""
-84.36834777156112,33.84695564771546,"Survey","2017-05-08 11:59:01","European Starling","Dead","HY","{74FC7261-49B6-40F5-8375-89A2B8F6577F}","","","",""
-84.39063138768552,33.748280319726504,"Incidental","2016-08-28 12:19:17","Ruby-throated Hummingbird","Dead","a day or 2 old. female.","{E6943386-0CE0-49E4-A68C-89AD14DD421E}","","","",""
-84.32840523168498,33.92153802677641,"Survey","2017-04-29 04:00:00","Indigo Bunting","Dead","7 ft from building","{7EC08442-CC31-4C94-8B8A-8A281ACAC24D}","","","",""
-84.36866520923306,33.846149314536206,"Survey","2016-09-07 12:44:29.000001","Red-eyed Vireo","Dead","Species verification needed.","{E55B96D1-52C1-4ECC-B0E8-8A390F809083}","","","",""
-84.39693167970985,33.78001817844205,"Survey","2017-04-25 10:19:34","Northern Waterthrush","Dead","Molecular Science & Eng. Bld.; N side; all floors had lights on;","{01D89F0A-CA34-4E9C-864D-8B0168D2E1FF}","","","",""
-84.39589607310423,33.77626657411535,"Incidental","2016-10-11 11:28:26","Tennessee Warbler","Alive","School of Architecture; Bird released","{B6DEDC47-60F6-40EE-9F0F-8B94AECC7010}","","","",""
-84.33665491009671,33.94228688036556,"Survey","2016-05-02 11:09:43","Swainson's Thrush","Dead","front entrance","{5330722B-BFF6-49EE-8322-8B96409BD0DF}","","","",""
-84.39112213283364,33.76219719075634,"Survey","2017-10-14 11:31:32","Unknown Warbler","Dead","very smashed, not identifiable","{6A9036BA-277B-47B8-B916-8BEB02F90120}","","","",""
-84.39120659602992,33.74865413166964,"Incidental","2016-05-14 11:30:59","Ruby-throated Hummingbird","Dead","at least a few days old ","{4C855BA0-E2CA-40E7-9987-8C0928E88A5D}","","","",""
-84.3966857164935,33.77485159863421,"Survey","2017-05-16 11:09:43","American Robin","Dead","Clough Undergraduate Learning Commons;GTech;","{54F12492-D4E3-44FF-B755-8C663EAAA041}","","","",""
-84.33657097960139,33.9425950443859,"Survey","2017-04-15 04:00:00","American Robin","Dead","feathers all around","{6ECDA5D7-53D7-4383-8B51-8CD559D8F88E}","","","",""
-84.37064831478293,33.847339823152105,"Survey","2017-09-28 12:58:56","Ruby-throated Hummingbird","Dead","","{4E0AD5B6-E902-4DEE-9188-8D3F2B4B617F}","","","",""
-84.36989910905618,33.84945827984154,"Incidental","2016-05-29 17:56:15","Unknown Bird","Dead","Steve. Unkown hatchling. Not certain it is a window collisions","{77105A2A-63B0-4312-9EB6-8D4322C426F6}","","","",""
-84.33597436440375,33.942213950135006,"Incidental","2017-10-13 13:13:20","Wood Thrush","Dead","Found in bucket—by maintenance ","{65543E1E-A61C-4BD3-B43E-8D5983E52B30}","","","",""
-84.39107219728362,33.76104653361841,"Survey","2017-10-01 12:34:34","Brown Thrasher","Dead","dessicated.  Pale blue broken eggshell lying with it.  ??  Did not collect.","{D97D62A1-9BF2-4414-B65E-8D6BC30E12D2}","","","",""
-84.39494474284531,33.77619407243579,"Incidental","2016-10-25 11:22:41.000001","White-throated Sparrow","Dead","Manufacturing Design;NE;bird bagged; beak like finch,crown stripes like Ovenbird","{30D2267C-9F21-45C5-A86E-8DC2BB9BE590}","","","",""
-84.37296948422198,33.84784349548286,"Survey","2017-05-08 11:16:25","Cedar Waxwing","Dead","fresh","{542F3980-0A13-4CEA-9555-8DE312D8AEC9}","","","",""
-84.39591558630883,33.77318539164752,"Survey","2017-04-25 12:03:31.000001","Northern Waterthrush","Dead","Very decomposed; Price Gilbert Lib.; E side; Not bagged;","{B6E8ADD8-D685-4D21-9585-8E5FEB8F6834}","","","",""
-84.32819738039287,33.92162688578235,"Survey","2017-04-26 14:02:48","Cedar Waxwing","Dead","Bird was disassembled! ","{03261655-FB94-404E-AF12-8E67BE7CEC76}","","","",""
-84.39613086666836,33.77945601681614,"Incidental","2017-09-21 10:34:04","Unknown Bird","Dead","GTech Ford bld.","{7589E563-FE16-47A9-9712-8EA85AEFCD58}","","","",""
-84.3361328290165,33.94240927670864,"Incidental","2016-05-13 11:02:36","Wood Thrush","Dead","in bucket","{ED7F03EC-747F-43E0-9217-8EB586AD5A13}","","","",""
-84.36095652053996,33.85093061819615,"","","","","","{5E73D060-B5A7-4260-839E-8F9014270E06}","","","",""
-84.3975676033877,33.77843250521276,"Survey","2016-04-30 11:23:00.000001","Unknown Bird","Dead","Looks disturbed/ cannot determine species/but down below windows in appropriate distance photos on camera pieces collected for Adam","{54F31ADC-3D92-42F2-8259-900A79EDAAA9}","","","",""
-84.38867075798406,33.757035936893864,"Survey","2017-04-29 12:50:07","Red-eyed Vireo","Dead","","{E57D7F09-6CF1-4751-9A86-9034F70C5313}","","","",""
-84.33623059626214,33.942804392488384,"Survey","2017-04-26 13:32:40.000001","Ruby-throated Hummingbird","Dead","","{1156F86F-1F94-4ABC-8BF9-9113E09BC6E1}","","","",""
-84.37110736018133,33.84723594437466,"Incidental","2016-10-30 21:49:12","","Dead","Steve","{B0CA507D-1F50-4915-B28A-9167B960C307}","","","",""
-84.39663033805115,33.77961947585566,"Survey","2017-05-28 10:50:59","Downy Woodpecker","Dead","Gtech; Molecular Science and Engineering Bld.","{F5F0710C-93A5-47D2-ADEE-9295B3632A3F}","","","",""
-84.36575518065054,33.96922587077988,"Incidental","2016-10-07 18:10:37","Tennessee Warbler","Dead","","{67EE2D6E-776E-4931-8824-93710E197AB8}","","","",""
-84.17281168039787,34.06266379282971,"Incidental","2017-06-06 20:57:55","Cedar Waxwing","Dead","","{EE803B62-415D-4903-86A1-93919B5746D8}","","","",""
-84.37342944500364,33.84815781431083,"Survey","2016-10-17 12:52:04","Tennessee Warbler","Dead","landed in road after collision. has been run over. not collected","{8C48DB95-4988-461B-83E3-93DDABD99579}","","","",""
-84.33636447937545,33.94245695054976,"Survey","2016-09-06 11:54:51","Ruby-throated Hummingbird","Dead","killer corner","{53A42DE7-A3DA-41D1-A377-93FDDA1ECD49}","","","",""
-84.39066078505317,33.749114039105166,"","","","","","{7C4A038D-7CAC-4635-8E2E-950B3DFF8187}","","","",""
-84.37351663009522,33.73097750441235,"Incidental","2017-05-27 00:18:43","American Robin","Dead","Angel print on the glass of the bus stop. Juvenile Robin","{008EA1CC-968E-47F6-A8A2-9514B9A8909D}","","","",""
-84.3362792597977,33.9420262201412,"Survey","2016-04-19 11:41:32","Yellow-rumped Warbler","Dead","south side","{57199C4C-938F-4C82-878F-953DC9B24DCE}","","","",""
-84.36536406046403,33.84935350091304,"Incidental","2016-04-03 19:00:00","American Robin","Dead","Found by Steve (Linda D contact)","{072177DD-9F1D-4FB1-903C-9576587C39E2}","","","",""
-84.38663257133422,33.75144108754414,"Incidental","2016-07-11 15:15:00","Cedar Waxwing","Dead","witnessed collision","{9D872D0E-F7F0-4ADB-827B-959A7ADEB2DE}","","","",""
-84.33591039806731,33.94224376657191,"","","","","","{61D4F59D-4EAF-437C-8F33-961CF28EE8A6}","","","",""
-84.3731331258257,33.848206130261744,"Survey","2016-10-31 12:55:16","Golden-crowned Kinglet","Dead","Collected ","{A1BC2429-4573-472D-8FCA-96A579967C8F}","","","",""
-84.39857041609555,33.77455073485172,"Survey","2017-05-18 11:24:24","American Robin","Dead","GTech Wenn Student Center","{2E243AD8-7CC5-4173-ABA3-9799F5A64220}","","","",""
-84.39076209705092,33.749041372536475,"Incidental","2017-05-25 14:14:33","American Robin","Dead","hatch year","{5509AE93-404E-42C1-93A9-97AB9D89DFD5}","","","",""
-84.37084484999743,33.8476528598464,"Incidental","2016-09-06 22:20:55","Ruby-throated Hummingbird","Dead","AHY male","{149661EF-CCAD-48F4-946D-97B644C416AE}","","","",""
-84.36402951339649,33.849707965979285,"Survey","2016-04-06 12:26:00","American Robin","Dead","Few days old flattened weathered","{083F239E-E460-4B4E-9743-97E2E6986147}","","","",""
-84.39075394483972,33.748870323106786,"Incidental","2017-10-02 18:05:05.000001","Common Yellowthroat","Dead","found by Jairo","{808D5357-5D7D-4C22-9908-987C8939DF32}","","","",""
-84.39019364134249,33.74854395740138,"Incidental","2017-05-15 18:17:57.000001","Cedar Waxwing","Dead","old","{BAF9E4CE-598E-48CB-9544-98F20FFE520F}","","","",""
-84.40204873689312,33.77542713177353,"Survey","2016-09-18 12:01:00","Unknown Bird","Dead","On heat/air equipment under glass bridge may already be reported ","{CCE4F2FE-2F6E-4764-9B63-993FFC8D8757}","","","",""
-84.3713793961005,33.84723932483499,"Survey","2017-10-27 11:04:09","Unknown Bird","Dead","","{458FE0E6-BE1D-44A2-8D3D-99EA8550DB65}","","","",""
-84.39074532011469,33.7610506202481,"Survey","2017-09-16 11:51:22.000001","Blackburnian Warbler","Dead","","{998493B3-8A1C-4B21-895E-9A07429185E3}","","","",""
-84.39592973657119,33.773043581218154,"Survey","2017-10-10 12:05:09","Unknown Warbler","Dead","Bird in advanced stage of decomposition","{A492BF7A-6B32-4683-9519-9A3256CA5A73}","","","",""
-84.40171373176747,33.775385862384574,"Survey","2017-08-22 12:13:24","Ovenbird","Dead","ID TBV; Bird in advanced decomposition; Not bagged; Groseclose Bld. and ISyE Bld.","{E176C703-8B7A-44AD-86DA-9A85BE786D1C}","","","",""
-84.37333380766354,33.84803460593852,"Survey","2016-10-24 13:32:18","Tennessee Warbler","Dead","Decomposed; disposed ","{C2E4CC69-34B4-4710-9786-9A9772370A44}","","","",""
-84.33528193310129,33.77472569207748,"Incidental","2016-10-10 20:00:38.000001","Swainson's Thrush","Dead","Behind Unit 18, west facing, next to woods. Looks like it hit window, then got run over. ","{DCD76494-506F-4F26-889C-9AE782CA22EC}","","","",""
-84.39121672992465,33.76103300711161,"Survey","2017-09-23 11:46:31","Brown Thrasher","Dead","could've hit windows, but could've been got by a car","{F324D276-FAF0-4BE8-A4C0-9AF4E19AD759}","","","",""
-84.40195192365832,33.77541319237116,"Survey","2016-11-01 12:29:59","Hermit Thrush","Dead","Groseclose Bld; W; bird bagged","{80BA328B-3FE1-41B2-A55B-9B051A35B16E}","","","",""
-84.39655391298007,33.7796404063316,"Survey","2016-09-27 10:15:15","Ovenbird","Dead","Bird very decomposed; Molecular Science Bld.; carcass disposed;","{5607C1F4-AC06-4DE8-86F6-9B3CE6BD3D7B}","","","",""
-84.44631331594289,33.86684155082201,"Incidental","2016-08-17 20:10:37","Ruby-throated Hummingbird","Dead","Ran into school window","{0769FCC1-3874-425D-91F4-9B50147F46BF}","","","",""
-84.40066761127976,33.77686212466419,"Survey","2016-04-05 04:00:00","Unknown Bird","Dead","Mechanical engineering building","{6856ED81-C8FC-4023-BA54-9BE72C38886F}","","","",""
-84.39197704960807,33.76122686642529,"Survey","2017-05-06 12:41:10.000001","Blackpoll Warbler","Dead","","{0EF05998-FDE4-4E5C-938E-9C406B94600E}","","","",""
-84.3719284796398,33.84520173499879,"Survey","2017-09-28 11:00:48","Tennessee Warbler","Dead","","{34673874-2682-462D-9C21-9C603C734B20}","","","",""
-84.33596465451386,33.942656393268926,"Survey","2017-10-13 13:21:15","Yellow-bellied Sapsucker","Dead","","{3C597A6E-6C1E-41CB-9CEF-9CA9B1E0B2AC}","","","",""
-84.39017283725883,33.74855274583279,"Survey","2017-09-26 12:59:54.000001","Ruby-throated Hummingbird","Dead","","{2BE3C853-9C31-4575-885B-9D50814F4D91}","","","",""
-84.30600229593468,33.47194893923992,"Incidental","2016-04-30 04:00:00","Great-crested Flycatcher","Dead","Newman Wetlands Nature Center","{463D3F3E-B01E-4AC0-852B-9D688C630176}","","","",""
-84.33633880732127,33.94230365726834,"Survey","2016-10-28 12:30:13","Hermit Thrush","Dead","","{0864D241-8DC5-4D8A-99BC-9D9ABAAFE73F}","","","",""
-84.39062923352546,33.74879592793014,"Survey","2017-09-26 12:53:21","Ruby-throated Hummingbird","Dead","","{59C0CE1A-1DF2-4E5F-809C-9E1667699421}","","","",""
-84.37325844260448,33.84790666657173,"Survey","2016-10-24 13:38:03","Tennessee Warbler","Dead","Collected","{F7FD7B8B-2109-4937-B3A1-9E2A938FA5F1}","","","",""
-84.37082187288908,33.84707681339781,"Incidental","2016-09-28 22:28:03.000001","White-breasted Nuthatch","Dead","Steve","{017E46B5-84D5-4305-BE5B-9E2DAF88C48D}","","","",""
-84.33695982255864,33.94270561185226,"Survey","2016-10-11 21:43:31","Yellow-bellied Sapsucker","Dead","","{7F54A729-51DE-4FE2-9376-9E42F0C8653D}","","","",""
-84.3691466792759,33.84543677068072,"Survey","2017-10-30 12:45:42","Unknown Warbler","Dead","old. suggests TEWA","{15E439AC-458D-4EBF-BED6-9F829553BAFE}","","","",""
-84.33610062261693,33.942514023340976,"Survey","2016-10-07 19:00:59","Brown Thrasher","Dead","in bucket ","{D7200D22-04DC-4FB9-9C0E-A0170E94E7B7}","","","",""
-84.39611688798422,33.77627213175107,"Incidental","2016-09-20 12:03:13","Palm Warbler","Dead","School of Architecture; N; bird bagged","{DB45DB17-8923-4659-8799-A0379E9EB897}","","","",""
-84.39804134881739,33.78107117128786,"Survey","2017-03-23 12:45:28.000001","Brown Thrasher","Dead","Engineered Biosystems Bld, N side","{D7C05516-ED65-45D0-B20A-A06CCA8769DA}","","","",""
-84.39199793364179,33.76197326676802,"Survey","2017-09-23 11:42:04","Unknown Bird","Dead","dead for a while, but collected so we could have someone identify","{B2EDFC74-C53F-4E05-975F-A0A92C18FACB}","","","",""
-84.36138136438055,33.85027187141896,"","","","","","{5A10F828-9FC2-4F87-A130-A11261B8DCC5}","","","",""
-84.39598423017296,33.77386699331506,"Survey","2017-09-01 11:44:13","Unknown Bird","Dead","ETech Styles, N. side","{12A44CC5-7FAF-443E-8ED2-A14BC07B605B}","","","",""
-84.3707859573457,33.8472041041768,"Survey","2017-09-28 12:55:39","Magnolia Warbler","Dead","","{72E22D8A-D229-4854-8DBF-A14E9229B387}","","","",""
-84.38929152618473,33.798404696991675,"Incidental","2017-03-18 23:37:00","Cedar Waxwing","Dead","Incidental while at The Temple ","{14BE1805-625B-4142-912C-A176B8155E5D}","","","",""
-84.33647595581066,33.94243854010798,"Survey","2017-09-15 13:36:28","Gray-cheeked Thrush","Dead","","{983F9F1C-31C3-4F2A-9C05-A18017FB2C40}","","","",""
-84.3609592029094,33.850926163582,"","","","","","{9F24A416-ED71-4F4D-96C6-A1A27BE84BFA}","","","",""
-84.3613200606506,33.84995715824816,"Survey","2016-10-17 11:35:57.000001","Yellow-bellied Sapsucker","Dead","HY.","{F2010DE8-4067-48C7-B4EE-A1B4BA3DC165}","","","",""
-84.36139745769886,33.85026518907307,"Incidental","","","","","{F0A461F8-B433-40BC-9AC7-A2185D7E95A8}","","","",""
-84.39596065837989,33.77420246283916,"Survey","2016-11-08 12:06:31.000001","Unknown Bird","Alive","Unknown Sparrow sp., S, Price Gilbert, bird hit window and flew away before I could close to ID","{395C0B82-FD88-4B3E-AB85-A2878B754FC3}","","","",""
-84.39537943401803,33.77429761168595,"Survey","2016-10-13 10:03:19","Cape May Warbler","Dead","Price Gilbert; N;Bird bagged","{42C7A769-F163-4A1A-B24F-A3B1C1D60C0F}","","","",""
-84.39631405201942,33.77361765397968,"Survey","2016-10-25 12:10:52.000001","House Wren","Alive","Van Lear;N; bird released; within inner square","{3E6BC565-F9E1-4441-B177-A3C28227A993}","","","",""
-84.40085576341602,33.776941997073685,"Survey","2016-04-23 12:13:05","Northern Mockingbird","Alive","Mockingbird fledgling trapped in an angle of the manufacturing building that forms a sort of pit. Parent was unable to lead it out of there, so I trapped it and took it out to a holly bush. Fledgling eventually became more alert and is 'chek'ing now.","{2D37A773-F9AB-417B-9A09-A4027610D64C}","","","",""
-84.390263676697,33.74859383767572,"Incidental","2016-05-11 14:13:00","Blackpoll Warbler","Dead","Found by Paul H at City Hall. Female","{FDA41187-F60D-49FD-B3F0-A45FE4DFAB89}","","","",""
-84.3608877868443,33.850604776470696,"Survey","2017-10-15 12:18:01","Unknown Bird","Dead","","{6DE92ADD-2018-4248-822D-A46B9EF36FB4}","","","",""
-84.34016685483535,33.93231938482041,"Incidental","2017-10-30 16:01:04.000001","Ovenbird","Alive","alert but obviously stunned. captured with net. later released","{27539A0B-FE45-4F20-A7BB-A48CB2C3067A}","","","",""
-84.39516550741965,33.77608624756933,"Incidental","2017-04-18 11:20:43","Mourning Dove","Dead","bird in advanced decomp and partially eatin; not bagged","{1CEEDF54-7D61-4277-A707-A490A67DC016}","","","",""
-84.39090708873104,33.748437083699436,"Incidental","2016-10-27 21:18:33","Eastern Phoebe","Dead","found by Ken Boff","{FE0367B4-7B06-4730-9E3D-A4A32AE059DC}","","","",""
-84.33593203309263,33.942425698107115,"Survey","2017-04-07 11:50:18","Blue-gray Gnatcatcher","Dead","Has coloring of junco but too small. Please see photos sent to Adam. ","{0E4F28C5-6755-4789-9F1A-A4B24D91E97C}","","","",""
-84.39073665586376,33.74889354819792,"Survey","2017-09-26 12:56:36","Ruby-throated Hummingbird","Dead","","{1558D6B1-53DA-4EF4-AD55-A4B2D26FF327}","","","",""
-84.39130079876051,33.762221238962105,"Survey","2017-09-09 11:42:27.000001","Ruby-throated Hummingbird","Dead","clearly pretty old, had been there a while","{15C85C89-8A21-420F-8A6F-A52A54ECE9C5}","","","",""
-84.39021472749717,33.74856860847859,"Incidental","2016-05-02 13:33:00","American Robin","Dead","Adult Male. Found by city hall staff","{11B61FAE-635E-4D5C-B864-A52BE1CFEB97}","","","",""
-84.37134456841693,33.847088296986485,"Incidental","2016-10-23 20:29:38.000001","","Dead","Steve","{59277763-B5A8-4862-8071-A52CB9A9A9B6}","","","",""
-84.39024445903812,33.74857859723076,"Incidental","2017-10-27 12:00:00","Ruby-crowned Kinglet","Dead","Found by Jairo","{7D7B382C-D2B6-4CEE-9728-A52E66D0A57D}","","","",""
-84.36799872397094,33.84649323436933,"Survey","2017-09-14 13:16:58","Unknown Warbler","Dead","Mostly decomposed. Discarded. Mary Kimberly ","{3FA802B3-BA4B-45D6-B3A6-A5521962C3E5}","","","",""
-84.3671886385191,33.84670972719827,"Survey","2017-10-29 11:46:33","Unknown Warbler","Dead","","{731B4B35-54A8-45B9-A942-A5EDB99B6C83}","","","",""
-84.3679516612332,33.84624973430467,"Survey","2017-10-01 11:23:11","Tennessee Warbler","Dead","","{8B336806-D026-44FF-B9C4-A68287784E54}","","","",""
-84.32798930092866,33.92143017573485,"Survey","2016-09-09 11:36:09","Eastern Wood-pewee","Dead","","{B1C9C442-006C-4BBF-85E5-A7083BC70385}","","","",""
-84.39813563598962,33.77839730176145,"Incidental","2016-08-23 10:36:57","Gray Catbird","Dead","bird in advanced state of decomposition laying right next to building","{867B3E67-B54F-456B-9389-A71D98292A1A}","","","",""
-84.37091231347524,33.84765156093825,"Survey","2016-10-09 13:17:39.000001","Ruby-throated Hummingbird","Dead","Found behind bushes. Largely decomposed.","{780FC8F0-F436-436D-9C1B-A71FD2961B0D}","","","",""
-84.38734246588581,33.757633019964615,"Survey","2017-04-29 12:40:02","Wood Thrush","Dead","below windows on side of GA Pacific building","{A83CE421-57EF-4621-B489-A742A2F4AEC6}","","","",""
-84.32882808396059,33.81738353846508,"Incidental","2016-12-11 16:00:57","Rock Pigeon","Alive","stunned but flew off","{CE0535FA-D22A-4A0D-84D7-A75645EEA5FE}","","","",""
-84.336213731291,33.942062962948384,"Survey","2017-04-21 13:36:50.000001","Summer Tanager","Dead","Thought it was a summer tanager, but uncertain. ","{D4AFB09B-3CFE-43E6-8292-A7F31A541D4C}","","","",""
-84.3720312163656,33.84611935033358,"Survey","2017-05-15 11:22:02","Northern Cardinal","Alive","Male NOCA flew into window multiple times, not stunned, but appears confused.","{B58C3507-D1F4-479F-A5AB-A80F2E0914BA}","","","",""
-84.37096732270999,33.847193604675525,"Survey","2017-09-28 12:48:31.000001","Black-throated Green Warbler","Dead","","{2CFFA778-ECD0-44AE-9D91-A80F875CCC12}","","","",""
-84.42537867472784,33.83961977005306,"Survey","2017-04-19 11:15:33","","","No birds found ","{8785E730-DCB2-479C-8088-A825722DED0B}","","","",""
-84.39662990057163,33.77968961592722,"Survey","2017-09-26 11:18:00","Wood Thrush","Dead","Molecular Science and Engineering Bld.","{52F304A3-23A3-4E8E-8191-A8C17C50327B}","","","",""
-84.3727802208697,33.84619725858151,"Incidental","2016-05-12 12:12:47","Red-eyed Vireo","Dead","Steve","{D331B542-03E1-4655-A0D0-A8DBF9508796}","","","",""
-84.39243492450164,33.756926834685686,"Survey","2016-10-22 11:46:30","Tennessee Warbler","Dead","","{879BF53D-CE46-4FBA-9A89-A9806C5E12BC}","","","",""
-84.3910616339942,33.74884250587184,"Incidental","2016-10-12 04:00:00","Tennessee Warbler","Dead","found by staff","{B31A2832-8DA7-4EED-86AC-A99D40439DE1}","","","",""
-84.38786271530115,33.75490706208403,"Survey","2017-05-06 11:58:31","House Sparrow","Dead","","{3B374D3D-FBEE-4072-B235-A9E651569B52}","","","",""
-84.39242616682594,33.75691418434439,"Survey","2017-09-16 12:07:14.000001","Black-and-white Warbler","Dead","covered with ants - did not collect","{19A4BC5F-8253-4441-A3A2-A9E774C381DC}","","","",""
-84.37102381326665,33.847219214413904,"Survey","2016-10-11 10:50:44","Tennessee Warbler","Dead","","{4A7510F7-9BB7-421D-A898-AA1967163546}","","","",""
-84.38788269383306,33.754941021923784,"Survey","2016-10-30 10:38:16.000001","Northern Waterthrush","Dead","desicated..swept up in construction debris.  Best guess on ID.  Yellow color in photos due to street lights and not true to bird coloration.","{1E47A356-78B2-4D33-AB11-AA5185E445BB}","","","",""
-84.38999062478322,33.748645358187325,"Incidental","2016-04-09 12:15:06","Cedar Waxwing","Dead","very old. some feathers left. skull visible ","{A88281D3-1E72-4A9C-8572-AA9D4C134BAC}","","","",""
-84.33611190905017,33.94270733037354,"Survey","2017-05-10 13:50:24","Ruby-throated Hummingbird","Dead","","{027C3C1D-CD95-4098-8B31-AAE489A6020C}","","","",""
-84.36782524042496,33.846245953158856,"Survey","2017-10-01 11:38:29","Gray Catbird","Dead","","{E4CD4342-E636-4C65-B5AD-AB6173B21E1C}","","","",""
-84.33659669836797,33.94265177576488,"Survey","2017-04-29 04:00:00","American Robin","Dead","feathers all around","{1EE971AD-7B5B-418F-A857-AB98ED2939FA}","","","",""
-84.36931740499395,33.845590031506184,"Survey","2017-04-20 12:16:44","Wood Thrush","Dead","Collected. M. Kimberly.","{F20613D8-A34A-4687-943C-AB9CF23411DC}","","","",""
-84.39587355593332,33.774160001108896,"Survey","2016-09-22 11:17:12","Ovenbird","Dead","Price Gilbert Lib.; S; Bagged","{3413BBF3-9B42-478F-BFE2-ABA45FE77C08}","","","",""
-84.39587100112466,33.77386398256455,"Survey","2016-05-28 11:25:38","American Robin","Dead","beginning of decomposition; carcass removed; Skiles Bld.","{4747604D-E41D-43E9-835E-AC184805E572}","","","",""
-84.37334137327487,33.848058693448934,"Survey","2016-10-24 13:30:37","Unknown Bird","Dead","Probable TEWA","{600F283B-DBC4-48C7-A4AF-ACD7A84B48BE}","","","",""
-84.39791199590806,33.780855585963195,"Survey","2017-09-26 10:47:00","Ovenbird","Alive","Engineered Biosystems Bld.","{E7F02B72-381F-4219-87A3-ACFFDF17370B}","","","",""
-84.40164988221203,33.776516739794715,"Survey","2016-10-27 12:38:14","Tennessee Warbler","Dead","Love Manufacturing;NE;bird bagged but in bad shape","{6098EFCD-D0B5-4D7A-A95B-AD5BA6A4D64B}","","","",""
